,service_type,p-value,direction
1029,Mental Illness in a Family Member or Neighbor - Danger to Themselves or Others,0.08227686582718166,-0.21428571428571427
1030,Days and Times Community Use Can be Scheduled in Schools,0.08227686582718166,-0.21428571428571427
1031,Montgomery County Recreation Billing Inquiry,0.08227686582718166,-0.21428571428571427
1032,Time Required Between Permit Issuance and Building Demolition,0.08227686582718166,-0.21428571428571427
1033,Executive Regulation 11-18 - Requirements and Procedures for the MPDU Program,0.08227686582718166,-0.21428571428571427
1034,Stormwater Pond or Facility Requiring Maintenance,0.08227686582718166,-0.42857142857142855
1035,Goal of Automated Speed Enforcement,0.08227686582718166,-0.21428571428571427
1036,Solar Panel Solicitations,0.08227686582718166,-0.21428571428571427
1037,Silver Spring Arts and Entertainment Events,0.08227686582718166,-0.21428571428571427
1038,"Calls for Andrew Kleine, CAO",0.08227686582718166,-0.42857142857142855
1039,Management Leadership Service (MLS) Performance Based Pay,0.08227686582718166,-0.21428571428571427
1040,"Complaints About Trash, Debris, Odor or Oil in a Stormwater Facility or Pond",0.08227686582718166,-0.42857142857142855
1041,General Information About the Organization of Montgomery County Government,0.08227686582718166,-0.21428571428571427
1042,Clearing Snow from State Highways,0.08227686582718166,-0.21428571428571427
1043,Ride On Bike Racks,0.08227686582718166,-0.21428571428571427
1044,District Commanders of the  Montgomery County Police Department,0.08227686582718166,-0.21428571428571427
1045,Employee - Open Enrollment New CareFirst Blue Cross and Blue Shield,0.08227686582718166,-0.21428571428571427
1046,Ride On Reload SmarTrip with 2 Taps,0.08227686582718166,-0.21428571428571427
1047,Employee 2019 Open Enrollment Website,0.08227686582718166,-0.21428571428571427
1048,Visit Montgomery County Maryland,0.08227686582718166,-0.21428571428571427
1049,Law Regarding Car Seat Use,0.08227686582718166,-0.21428571428571427
1050,Alcohol Return Policy - County Store,0.08227686582718166,-0.21428571428571427
1051,Westfield Montgomery Mall Transit Center Complaints,0.08227686582718166,-0.21428571428571427
1052,"Transfer an Income Support Case to Another Jurisdiction in Maryland, Germantown Office",0.08227686582718166,-0.21428571428571427
1053,Notification Request,0.08227686582718166,-0.21428571428571427
1054,Displaying a Sign on Private Property for More Than 30 Days,0.08227686582718166,-0.21428571428571427
1055,Retired and Senior Volunteer Program (RSVP),0.08227686582718166,-0.21428571428571427
1056,Silver Spring Cameron Garage Parking Space Closure,0.08227686582718166,-0.21428571428571427
1057,"Recreation Full Service, In-Person Registration Locations",0.08227686582718166,-0.42857142857142855
1058,Litter Pickup,0.08289863577099042,-5.1
1059,How to Sign up for the First Time Homebuyer Class and Resolve Registration Issues,0.08302907406559015,5.0
1060,Land Development Division of DPS,0.08325492132958223,7.3
1061,Senior Planet Montgomery,0.08329148695657178,1.3
1062,Montgomery Cares Health Program,0.08343114679264692,17.357142857142858
1063,Land Development Violation/Complaint Investigation,0.08356763344869417,-11.057142857142853
1064,Receipt and Status of Renewable Energy DevicesTax Credit Application,0.08391170574318649,0.35714285714285715
1065,Services Provided by the Montgomery County Circuit Court,0.08393101084860718,-0.8142857142857142
1066,COVID-19 Closure of Child Care Centers Except for First Responders,0.08415030805368945,2.2
1067,Homeless Individual Without Children in Need of Shelter,0.084328568769749,-1.8571428571428572
1068,Forest Conservation Easements,0.08487786804159644,0.8714285714285712
1069,Maryland 511 Travel Information,0.08508689877461394,-0.8285714285714286
1070,Residential Street Sweeper Missed an Area,0.08514234896261436,-0.7857142857142857
1071,Montgomery County Employee Directory Assistance at DLC,0.08574396481425386,-0.7142857142857143
1072,Food Assistance On Line Resource Directory,0.08592761355572981,10.67142857142857
1073,Consumer Advice,0.0861793355647498,-3.057142857142858
1074,Register to Vote,0.08662304084912988,7.714285714285714
1075,Rapid ReHousing and Housing Initiative Program  (HIP),0.08689922469464956,-1.0714285714285714
1076,Request to Speak to a DPS Land Development Specialist,0.08746330004085033,19.4
1077,Employee - Request a Copy of W-2 Form,0.08762249422288057,-4.042857142857143
1078,Registering/signing up for Investment Counseling,0.08769325697737845,-0.5714285714285714
1079,Tornadoes,0.08769325697737845,-0.5714285714285714
1080,Maryland State's Attorney Office,0.08787540815915647,-2.0
1081,Department of Health and Human Services Closed to Walk In Customers,0.08791314662365027,6.4
1082,COVID-19 Emergency Assistance Relief Payment Program (EARP) Phase IV,0.08807700796300716,187.1
1083,Frequency of Rent Increases by Landlord,0.0882279356287867,-0.9571428571428573
1084,Reporting Problems with Manhole Covers,0.08893829277280031,-2.7
1085,Request for Letter of Good Standing,0.0891493200929408,0.757142857142857
1086,Opportunity Housing,0.08917420710343267,0.3285714285714286
1087,AccessMCG - Password Not Working or Account Locked,0.08922408595001612,-0.6714285714285714
1088,Washington Gas,0.08929476547812762,-2.428571428571429
1089,Voter's Guide,0.09013460062226004,0.8285714285714286
1090,Call-n-Ride Complaint or Supervisor Request,0.09023212466050774,-0.7142857142857142
1091,Lost Property,0.09051011053583427,-0.5571428571428572
1092,Small Business Administration or SBA Disaster Assistance Loans,0.09055115370331572,1.7571428571428571
1093,Anxious or Depressed Caller Dealing with Loss,0.09095989629112822,-0.9857142857142858
1094,Request for Fire Code Information,0.09098210784420073,-4.357142857142858
1095,Brochure Request from the Office of Emergency Management and Homeland Security,0.09144274391695101,-0.8571428571428572
1096,Status of Faxed or Mailed Absentee Ballots,0.09215799196460946,7.257142857142857
1097,Verizon Telephone Service Copper To Fiber Transition,0.09249770559882775,-0.6285714285714286
1098,Holiday Giving Project Referrals 2020,0.09314706289747343,123.0
1099,Bethesda/Chevy Chase Regional Service Center Operating Hours,0.09361454069520705,-0.4
1100,Hours of Operation for the Office of the County Executive,0.09361454069520705,-0.4
1101,Bid Registration Process,0.09361454069520705,-0.4
1102,County Executive Elect Marc Elrich,0.09372497156309474,-0.7857142857142857
1103,Licensee Wants to Order and Pick-up Product at DLC Warehouse on the Same Day,0.09372497156309474,-0.7857142857142857
1104,COVID-19 Requirement to Maintain Multifamily  Building Common Areas,0.09465570582843706,0.9
1105,Shared Streets,0.0946557058284371,0.9
1106,Maryland District Court,0.09477302217437279,-14.18571428571429
1107,Liquor Control Staff Complaint,0.09509893277504365,-0.6428571428571429
1108,Group Homes and Assisted Living Facilities,0.095219607083191,-1.4142857142857146
1109,Election Judge Updating Contact Information,0.09573390947125933,0.5
1110,Homeowner's Electrical Exam and Permit,0.09602886958061209,-2.1428571428571432
1111,Retiree 2018 Prescription Rate Error,0.09612115801699964,-0.35714285714285715
1112,Scheduled Meetings for the Board of Electrical Examiners (BOEE),0.09612115801699968,-0.35714285714285715
1113,"Ride On Schedule Changes Effective Sunday, January 6, 2019",0.09612115801699968,-0.35714285714285715
1114,Utility Action Required - No Voltage,0.0961421805251717,-3.314285714285713
1115,COVID-19 School Age Subsidy Grant Program,0.09625036251160324,1.3
1116,Filing a W-9 Form with Montgomery County Government,0.0967571702451463,-0.6428571428571428
1117,Licensee Pick up Time at Cashiers window,0.09690627054099159,0.6285714285714286
1118,M-NCPPC Park Police,0.09698780130033124,0.8714285714285714
1119,Retiree - Open Enrollment,0.09706114157156862,-1.4
1120,Employee - Status Changes to Insurance Coverage,0.09774768048095439,-1.0428571428571427
1121,Tax Credit Payment to Homeowners,0.09828543597171467,-2.442857142857143
1122,Avery House,0.09878108456240116,-0.4714285714285714
1123,Fishing License,0.09878108456240124,-0.4714285714285714
1124,Report MPDU Class Registration and Application Issues,0.09924594296532764,11.0
1125,Applicant Process When Denied for Electrical Licensure (Failed Electrical Exam),0.09930188086297356,-7.942857142857142
1126,Emergency Management Service (EMS) Transportation Bill Requests,0.09936676267436059,-1.3857142857142857
1127,Verify Contractor Has Current Montgomery County Electrical Masters or Journeyman's License,0.10064323537035219,-2.428571428571429
1128,Items Short on Truck at Delivery,0.10118103681315599,-1.7285714285714284
1129,Cleaning Local Streams or Watersheds,0.10126922245422912,-0.4857142857142857
1130,Bikeway Program,0.10128004034734235,-0.3857142857142857
1131,Brownfield's Property Tax Credit Description,0.1015113242337867,0.45714285714285713
1132,Signing up for Montgomery County Public School Alerts,0.10201480670777102,-0.6142857142857143
1133,Retiree - Status Changes to Insurance Coverage,0.10208725522644037,1.2142857142857144
1134,Toys For Tots 2018: How to Receive or Donate,0.10218013415950057,-1.9285714285714286
1135,Homeless Adult Without minor Children,0.10268605234819929,1.3
1136,The Gilchrist Immigrant Resource Center,0.10270467297134478,12.457142857142857
1137,Compensatory Time and Annual Leave Carryover,0.1028538369762228,-0.7428571428571428
1138,Villages - Seniors Aging in Place and Living in the Community,0.10285383697622283,-0.3714285714285714
1139,Design For Life Showcase Event,0.10285383697622283,-0.3714285714285714
1140,Determining Whether a Common Ownership Community (COC) is Registered or the Status of a Common Ownership Community Application,0.10285383697622283,-0.3714285714285714
1141,Language Bank,0.10321946380090045,1.0571428571428574
1142,Zoning Setbacks,0.10341649959289581,13.528571428571432
1143,M-NCPPC Montgomery Parks Facility Reservations,0.10343489253036649,-0.9285714285714286
1144,"Duration of Right of Way, Sediment Control, Well or Septic Permits",0.10347773120899866,0.5142857142857143
1145,"Assisted Living Facilities, Group Homes, Nursing Homes for Seniors or People with Disabilities",0.10361076255475495,-2.5
1146,Information Regarding Temporary Signs on Private Property,0.10385510395975814,-0.2857142857142857
1147,Complaints Regarding a Notice to Vacate,0.10385510395975814,-0.2857142857142857
1148,Facility Problems During Reservation in Montgomery County Government or Public School Building,0.10385510395975814,-0.2857142857142857
1149,Montgomery County All Resident Opt-In Survey,0.10385510395975814,-0.2857142857142857
1150,Grants for Community Programs,0.10385510395975814,-0.2857142857142857
1151,Start time for County Council or Committee Meetings,0.10385510395975814,-0.2857142857142857
1152,Minimum State Supplement Benefits and Food Stamps - Rockville,0.10385510395975814,-0.2857142857142857
1153,Employed Individuals with Disabilities Program,0.10385510395975814,-0.2857142857142857
1154,Privacy of Property Tax Bills,0.10385510395975814,-0.2857142857142857
1155,7300 Calhoun Place Income Support Office: Office; Supervisory or Case Worker Compliant,0.10385510395975814,-0.2857142857142857
1156,Service Animal in County Buildings and Facilities including Ride-On buses,0.10385510395975814,-0.2857142857142857
1157,Request for a Certificate From the County Executive,0.10385510395975814,-0.2857142857142857
1158,Service Members Civil Relief Act (SCRA),0.10385510395975814,-0.2857142857142857
1159,How to Turn Off a Flowing Fire Sprinkler at Home,0.10385510395975814,-0.2857142857142857
1160,Length of Service (LOS) Award Program,0.10385510395975814,-0.2857142857142857
1161,Scheduled for Testing or Exam for County Position,0.10385510395975814,-0.2857142857142857
1162,"Cost of Parking in County Lot, Garage or Meter",0.1038881310621017,0.4
1163,No Electioneering Rule Distance Guidelines Signage,0.1038881310621017,0.4
1164,Election Judge Training,0.1038881310621017,0.4
1165,Tuition Assistance Program (TAP) for County Employees,0.1038881310621017,0.4
1166,Request for Disabled Parking Space in a Residential Area,0.10442231934093038,-1.2714285714285718
1167,Montgomery County Hotline,0.10533321703090542,0.6000000000000001
1168,Taxi Customer Etiquette and Service,0.10580233063989425,-0.6285714285714286
1169,Conflict Resolution Center of Montgomery County,0.10581893468533449,-0.4428571428571429
1170,Division of General Services,0.10581893468533449,-0.4428571428571429
1171,"Application for Service on a Board, Committee or Commission",0.10581893468533449,-0.4428571428571429
1172,Ride On exTra Route 101 Service,0.10581893468533449,-0.4428571428571429
1173,Licensee Special Order- Warehouse,0.1058435076561199,-1.1714285714285713
1174,Siebel Training Request for MC311 Customer Service Center,0.10640049761350925,-1.6428571428571428
1175,Obtain a Copy of the MPDU Rental Application,0.10692649432930074,-1.6428571428571432
1176,Submit a Land Development Complaint to the Department of Permitting Services,0.1072149733447794,5.5
1177,Location and Directions to the Montgomery County Board of Elections,0.10742568536806302,1.1285714285714286
1178,Taxi Requirements and Fees for Prospective Drivers,0.10811117786400706,-0.7857142857142858
1179,Weeds and Invasive Plants,0.10815113871137638,0.6428571428571428
1180,Holiday Giving Project Referrals 2019,0.10831995880902015,-77.6
1181,Bin Contamination Enforcement,0.10876026391721201,48.68571428571428
